Data,Comarcacodi,Comarca,Sexecodi,Sexedescripcio,Test,Numcasos,Provincia
2020-08-03,27.0,PLA D'URGELL,0.0,Home,Positiu PCR,3,Lleida
2020-08-03,27.0,PLA D'URGELL,1.0,Dona,Positiu PCR,5,Lleida
2020-08-03,28.0,PLA DE L'ESTANY,1.0,Dona,Positiu PCR,2,Girona
2020-08-03,29.0,PRIORAT,0.0,Home,PCR probable,1,Tarragona
2020-08-03,30.0,RIBERA D'EBRE,1.0,Dona,Positiu PCR,1,Tarragona
2020-08-03,31.0,RIPOLLES,0.0,Home,Epidemiològic,1,Girona
2020-08-03,31.0,RIPOLLES,0.0,Home,Positiu PCR,1,Girona
2020-08-03,32.0,SEGARRA,0.0,Home,Positiu PCR,1,Lleida
2020-08-03,33.0,SEGRIA,0.0,Home,Epidemiològic,1,Lleida
2020-08-03,33.0,SEGRIA,0.0,Home,Positiu PCR,48,Lleida
2020-08-03,33.0,SEGRIA,1.0,Dona,Positiu PCR,45,Lleida
2020-08-03,34.0,SELVA,0.0,Home,Positiu PCR,1,Barcelona
2020-08-03,34.0,SELVA,1.0,Dona,Positiu PCR,4,Barcelona
2020-08-03,34.0,SELVA,1.0,Dona,Positiu TAR,1,Barcelona
2020-08-03,36.0,TARRAGONES,0.0,Home,PCR probable,1,Tarragona
2020-08-03,36.0,TARRAGONES,0.0,Home,Positiu PCR,8,Tarragona
2020-08-03,36.0,TARRAGONES,0.0,Home,Positiu per Test Ràpid,2,Tarragona
2020-08-03,36.0,TARRAGONES,1.0,Dona,Positiu PCR,4,Tarragona
2020-08-03,38.0,URGELL,0.0,Home,Positiu PCR,1,Lleida
2020-08-03,39.0,VALL D'ARAN,1.0,Dona,Positiu per ELISA,1,Lleida
2020-08-03,40.0,VALLES OCCIDENTAL,0.0,Home,Epidemiològic,2,Barcelona
2020-08-03,40.0,VALLES OCCIDENTAL,0.0,Home,PCR probable,4,Barcelona
2020-08-03,40.0,VALLES OCCIDENTAL,0.0,Home,Positiu PCR,49,Barcelona
2020-08-03,40.0,VALLES OCCIDENTAL,0.0,Home,Positiu per ELISA,1,Barcelona
2020-08-03,40.0,VALLES OCCIDENTAL,0.0,Home,Positiu per Test Ràpid,7,Barcelona
2020-08-03,40.0,VALLES OCCIDENTAL,1.0,Dona,Epidemiològic,1,Barcelona
2020-08-03,40.0,VALLES OCCIDENTAL,1.0,Dona,PCR probable,1,Barcelona
2020-08-03,40.0,VALLES OCCIDENTAL,1.0,Dona,Positiu PCR,40,Barcelona
2020-08-03,40.0,VALLES OCCIDENTAL,1.0,Dona,Positiu per ELISA,3,Barcelona
2020-08-03,40.0,VALLES OCCIDENTAL,1.0,Dona,Positiu per Test Ràpid,11,Barcelona
2020-08-03,41.0,VALLES ORIENTAL,0.0,Home,Positiu PCR,33,Barcelona
2020-08-03,41.0,VALLES ORIENTAL,0.0,Home,Positiu TAR,1,Barcelona
2020-08-03,41.0,VALLES ORIENTAL,0.0,Home,Positiu per ELISA,4,Barcelona
2020-08-03,41.0,VALLES ORIENTAL,0.0,Home,Positiu per Test Ràpid,7,Barcelona
2020-08-03,41.0,VALLES ORIENTAL,1.0,Dona,Positiu PCR,41,Barcelona
2020-08-03,41.0,VALLES ORIENTAL,1.0,Dona,Positiu per ELISA,3,Barcelona
2020-08-03,41.0,VALLES ORIENTAL,1.0,Dona,Positiu per Test Ràpid,5,Barcelona
2020-08-03,42.0,MOIANÈS,1.0,Dona,Positiu PCR,1,Barcelona
2020-08-03,42.0,MOIANÈS,1.0,Dona,Positiu per Test Ràpid,1,Barcelona
2020-09-03,1.0,ALT CAMP,0.0,Home,Positiu PCR,4,Tarragona
2020-09-03,1.0,ALT CAMP,1.0,Dona,Positiu PCR,1,Tarragona
2020-09-03,2.0,ALT EMPORDA,0.0,Home,Positiu PCR,2,Girona
2020-09-03,2.0,ALT EMPORDA,0.0,Home,Positiu per Test Ràpid,1,Girona
2020-09-03,2.0,ALT EMPORDA,1.0,Dona,Positiu PCR,3,Girona
2020-09-03,3.0,ALT PENEDES,0.0,Home,Positiu PCR,5,Barcelona
2020-09-03,3.0,ALT PENEDES,0.0,Home,Positiu per ELISA,1,Barcelona
2020-09-03,3.0,ALT PENEDES,1.0,Dona,Positiu PCR,5,Barcelona
2020-09-03,6.0,ANOIA,0.0,Home,Positiu PCR,4,Barcelona
2020-09-03,6.0,ANOIA,0.0,Home,Positiu per ELISA,1,Barcelona
2020-09-03,6.0,ANOIA,1.0,Dona,Positiu PCR,5,Barcelona
2020-09-03,7.0,BAGES,0.0,Home,Positiu PCR,3,Barcelona
2020-09-03,7.0,BAGES,1.0,Dona,Positiu PCR,10,Barcelona
2020-09-03,7.0,BAGES,1.0,Dona,Positiu per Test Ràpid,1,Barcelona
2020-09-03,8.0,BAIX CAMP,0.0,Home,Epidemiològic,2,Tarragona
2020-09-03,8.0,BAIX CAMP,0.0,Home,Positiu PCR,15,Tarragona
2020-09-03,8.0,BAIX CAMP,1.0,Dona,Positiu PCR,12,Tarragona
2020-09-03,9.0,BAIX EBRE,0.0,Home,Positiu PCR,1,Tarragona
2020-09-03,9.0,BAIX EBRE,1.0,Dona,Positiu PCR,1,Tarragona
2020-09-03,10.0,BAIX EMPORDA,0.0,Home,PCR probable,1,Girona
2020-09-03,10.0,BAIX EMPORDA,0.0,Home,Positiu PCR,7,Girona
2020-09-03,10.0,BAIX EMPORDA,1.0,Dona,Positiu PCR,8,Girona
2020-09-03,10.0,BAIX EMPORDA,1.0,Dona,Positiu per Test Ràpid,1,Girona
2020-09-03,11.0,BAIX LLOBREGAT,0.0,Home,PCR probable,4,Barcelona
2020-09-03,11.0,BAIX LLOBREGAT,0.0,Home,Positiu PCR,58,Barcelona
2020-09-03,11.0,BAIX LLOBREGAT,0.0,Home,Positiu per ELISA,10,Barcelona
2020-09-03,11.0,BAIX LLOBREGAT,0.0,Home,Positiu per Test Ràpid,3,Barcelona
2020-09-03,11.0,BAIX LLOBREGAT,1.0,Dona,PCR probable,5,Barcelona
2020-09-03,11.0,BAIX LLOBREGAT,1.0,Dona,Positiu PCR,68,Barcelona
2020-09-03,11.0,BAIX LLOBREGAT,1.0,Dona,Positiu per ELISA,3,Barcelona
2020-09-03,12.0,BAIX PENEDES,0.0,Home,Positiu PCR,10,Tarragona
2020-09-03,12.0,BAIX PENEDES,1.0,Dona,Positiu PCR,8,Tarragona
2020-09-03,12.0,BAIX PENEDES,1.0,Dona,Positiu per ELISA,2,Tarragona
2020-09-03,13.0,BARCELONES,0.0,Home,PCR probable,12,Barcelona
2020-09-03,13.0,BARCELONES,0.0,Home,Positiu PCR,203,Barcelona
2020-09-03,13.0,BARCELONES,0.0,Home,Positiu per ELISA,8,Barcelona
2020-09-03,13.0,BARCELONES,0.0,Home,Positiu per Test Ràpid,3,Barcelona
2020-09-03,13.0,BARCELONES,1.0,Dona,Epidemiològic,1,Barcelona
2020-09-03,13.0,BARCELONES,1.0,Dona,PCR probable,6,Barcelona
2020-09-03,13.0,BARCELONES,1.0,Dona,Positiu PCR,255,Barcelona
2020-09-03,13.0,BARCELONES,1.0,Dona,Positiu per ELISA,16,Barcelona
2020-09-03,13.0,BARCELONES,1.0,Dona,Positiu per Test Ràpid,13,Barcelona
2020-09-03,14.0,BERGUEDA,1.0,Dona,Positiu PCR,1,Lleida
2020-09-03,15.0,CERDANYA,0.0,Home,Positiu PCR,1,Lleida
2020-09-03,15.0,CERDANYA,1.0,Dona,Positiu PCR,4,Lleida
2020-09-03,16.0,CONCA DE BARBERA,0.0,Home,Positiu PCR,1,Tarragona
2020-09-03,17.0,GARRAF,0.0,Home,Positiu PCR,2,Barcelona
2020-09-03,17.0,GARRAF,0.0,Home,Positiu per ELISA,1,Barcelona
2020-09-03,17.0,GARRAF,1.0,Dona,Positiu PCR,1,Barcelona
2020-09-03,17.0,GARRAF,1.0,Dona,Positiu per Test Ràpid,1,Barcelona
2020-09-03,18.0,GARRIGUES,0.0,Home,Positiu PCR,1,Lleida
2020-09-03,19.0,GARROTXA,0.0,Home,Positiu PCR,3,Girona
2020-09-03,19.0,GARROTXA,1.0,Dona,Positiu PCR,4,Girona
2020-09-03,20.0,GIRONES,0.0,Home,Positiu PCR,33,Girona
2020-09-03,20.0,GIRONES,0.0,Home,Positiu per Test Ràpid,1,Girona
2020-09-03,20.0,GIRONES,1.0,Dona,Positiu PCR,33,Girona
2020-09-03,20.0,GIRONES,1.0,Dona,Positiu per ELISA,2,Girona
2020-09-03,21.0,MARESME,0.0,Home,Positiu PCR,29,Barcelona
2020-09-03,21.0,MARESME,0.0,Home,Positiu per ELISA,2,Barcelona
2020-09-03,21.0,MARESME,0.0,Home,Positiu per Test Ràpid,1,Barcelona
2020-09-03,21.0,MARESME,1.0,Dona,Positiu PCR,37,Barcelona
2020-09-03,21.0,MARESME,1.0,Dona,Positiu per ELISA,1,Barcelona
2020-09-03,22.0,MONTSIA,1.0,Dona,Positiu PCR,2,Tarragona
2020-09-03,23.0,NOGUERA,0.0,Home,Positiu PCR,2,Lleida
2020-09-03,23.0,NOGUERA,1.0,Dona,Positiu PCR,7,Lleida
2020-09-03,24.0,OSONA,0.0,Home,Positiu PCR,8,Girona
2020-09-03,24.0,OSONA,0.0,Home,Positiu per Test Ràpid,2,Girona
2020-09-03,24.0,OSONA,1.0,Dona,Positiu PCR,14,Girona
2020-09-03,24.0,OSONA,1.0,Dona,Positiu per Test Ràpid,1,Girona
2020-09-03,25.0,PALLARS JUSSA,0.0,Home,Positiu PCR,1,Lleida
2020-09-03,26.0,PALLARS SOBIRA,1.0,Dona,Positiu PCR,1,Lleida
2020-09-03,27.0,PLA D'URGELL,0.0,Home,Positiu PCR,3,Lleida
2020-09-03,27.0,PLA D'URGELL,1.0,Dona,Positiu PCR,5,Lleida
2020-09-03,28.0,PLA DE L'ESTANY,0.0,Home,Positiu PCR,1,Girona
2020-09-03,29.0,PRIORAT,0.0,Home,Positiu PCR,3,Tarragona
2020-09-03,29.0,PRIORAT,1.0,Dona,Positiu PCR,2,Tarragona
2020-09-03,30.0,RIBERA D'EBRE,1.0,Dona,Positiu PCR,1,Tarragona
2020-09-03,31.0,RIPOLLES,0.0,Home,Positiu PCR,1,Girona
2020-09-03,31.0,RIPOLLES,1.0,Dona,Positiu PCR,1,Girona
2020-09-03,32.0,SEGARRA,0.0,Home,Positiu PCR,1,Lleida
2020-09-03,32.0,SEGARRA,0.0,Home,Positiu per Test Ràpid,4,Lleida
2020-09-03,32.0,SEGARRA,1.0,Dona,Positiu PCR,2,Lleida
2020-09-03,32.0,SEGARRA,1.0,Dona,Positiu per Test Ràpid,5,Lleida
2020-09-03,33.0,SEGRIA,0.0,Home,Positiu PCR,13,Lleida
2020-09-03,33.0,SEGRIA,0.0,Home,Positiu TAR,1,Lleida
2020-09-03,33.0,SEGRIA,1.0,Dona,Positiu PCR,14,Lleida
2020-09-03,34.0,SELVA,0.0,Home,Positiu PCR,18,Barcelona
2020-09-03,34.0,SELVA,0.0,Home,Positiu per Test Ràpid,1,Barcelona
2020-09-03,34.0,SELVA,1.0,Dona,Positiu PCR,10,Barcelona
2020-09-03,34.0,SELVA,1.0,Dona,Positiu per Test Ràpid,1,Barcelona
2020-09-03,36.0,TARRAGONES,0.0,Home,Positiu PCR,15,Tarragona
2020-09-03,36.0,TARRAGONES,1.0,Dona,Positiu PCR,19,Tarragona
2020-09-03,36.0,TARRAGONES,1.0,Dona,Positiu per ELISA,1,Tarragona
2020-09-03,38.0,URGELL,0.0,Home,Positiu PCR,2,Lleida
2020-09-03,38.0,URGELL,0.0,Home,Positiu per Test Ràpid,1,Lleida
2020-09-03,39.0,VALL D'ARAN,1.0,Dona,PCR probable,1,Lleida
2020-09-03,39.0,VALL D'ARAN,1.0,Dona,Positiu PCR,1,Lleida
2020-09-03,40.0,VALLES OCCIDENTAL,0.0,Home,Epidemiològic,9,Barcelona
2020-09-03,40.0,VALLES OCCIDENTAL,0.0,Home,PCR probable,2,Barcelona
2020-09-03,40.0,VALLES OCCIDENTAL,0.0,Home,Positiu PCR,72,Barcelona
2020-09-03,40.0,VALLES OCCIDENTAL,0.0,Home,Positiu per Test Ràpid,4,Barcelona
2020-09-03,40.0,VALLES OCCIDENTAL,1.0,Dona,Epidemiològic,7,Barcelona
2020-09-03,40.0,VALLES OCCIDENTAL,1.0,Dona,PCR probable,1,Barcelona
2020-09-03,40.0,VALLES OCCIDENTAL,1.0,Dona,Positiu PCR,99,Barcelona
2020-09-03,40.0,VALLES OCCIDENTAL,1.0,Dona,Positiu per ELISA,5,Barcelona
2020-09-03,40.0,VALLES OCCIDENTAL,1.0,Dona,Positiu per Test Ràpid,3,Barcelona
2020-09-03,41.0,VALLES ORIENTAL,0.0,Home,Epidemiològic,1,Barcelona
2020-09-03,41.0,VALLES ORIENTAL,0.0,Home,Positiu PCR,31,Barcelona
2020-09-03,41.0,VALLES ORIENTAL,0.0,Home,Positiu per ELISA,1,Barcelona
2020-09-03,41.0,VALLES ORIENTAL,0.0,Home,Positiu per Test Ràpid,2,Barcelona
2020-09-03,41.0,VALLES ORIENTAL,1.0,Dona,Epidemiològic,1,Barcelona
2020-09-03,41.0,VALLES ORIENTAL,1.0,Dona,Positiu PCR,35,Barcelona
2020-09-03,41.0,VALLES ORIENTAL,1.0,Dona,Positiu per ELISA,1,Barcelona
2020-10-03,2.0,ALT EMPORDA,0.0,Home,Positiu PCR,6,Girona
2020-10-03,2.0,ALT EMPORDA,1.0,Dona,Positiu PCR,8,Girona
2020-10-03,3.0,ALT PENEDES,0.0,Home,Positiu PCR,4,Barcelona
2020-10-03,3.0,ALT PENEDES,1.0,Dona,Positiu PCR,1,Barcelona
2020-10-03,6.0,ANOIA,0.0,Home,Positiu PCR,3,Barcelona
2020-10-03,6.0,ANOIA,1.0,Dona,Positiu PCR,5,Barcelona
2020-10-03,6.0,ANOIA,1.0,Dona,Positiu per ELISA,1,Barcelona
2020-10-03,7.0,BAGES,0.0,Home,Positiu PCR,2,Barcelona
2020-10-03,7.0,BAGES,1.0,Dona,Positiu PCR,3,Barcelona
2020-10-03,8.0,BAIX CAMP,0.0,Home,Positiu PCR,17,Tarragona
2020-10-03,8.0,BAIX CAMP,1.0,Dona,Positiu PCR,8,Tarragona
2020-10-03,8.0,BAIX CAMP,1.0,Dona,Positiu per ELISA,1,Tarragona
2020-10-03,9.0,BAIX EBRE,0.0,Home,Positiu PCR,6,Tarragona
2020-10-03,9.0,BAIX EBRE,1.0,Dona,Positiu PCR,4,Tarragona
2020-10-03,10.0,BAIX EMPORDA,0.0,Home,Positiu PCR,4,Girona
2020-10-03,10.0,BAIX EMPORDA,1.0,Dona,Positiu PCR,4,Girona
2020-10-03,11.0,BAIX LLOBREGAT,0.0,Home,PCR probable,1,Barcelona
2020-10-03,11.0,BAIX LLOBREGAT,0.0,Home,Positiu PCR,34,Barcelona
2020-10-03,11.0,BAIX LLOBREGAT,0.0,Home,Positiu per ELISA,4,Barcelona
2020-10-03,11.0,BAIX LLOBREGAT,1.0,Dona,Positiu PCR,29,Barcelona
2020-10-03,11.0,BAIX LLOBREGAT,1.0,Dona,Positiu per ELISA,8,Barcelona
2020-10-03,12.0,BAIX PENEDES,0.0,Home,Positiu PCR,4,Tarragona
2020-10-03,12.0,BAIX PENEDES,1.0,Dona,Positiu PCR,6,Tarragona
2020-10-03,13.0,BARCELONES,0.0,Home,Positiu PCR,108,Barcelona
2020-10-03,13.0,BARCELONES,0.0,Home,Positiu per ELISA,13,Barcelona
2020-10-03,13.0,BARCELONES,1.0,Dona,PCR probable,1,Barcelona
2020-10-03,13.0,BARCELONES,1.0,Dona,Positiu PCR,96,Barcelona
2020-10-03,13.0,BARCELONES,1.0,Dona,Positiu per ELISA,9,Barcelona
2020-10-03,13.0,BARCELONES,1.0,Dona,Positiu per Test Ràpid,1,Barcelona
2020-10-03,14.0,BERGUEDA,0.0,Home,Positiu PCR,1,Lleida
2020-10-03,14.0,BERGUEDA,0.0,Home,Positiu per ELISA,1,Lleida
2020-10-03,14.0,BERGUEDA,1.0,Dona,Positiu PCR,2,Lleida
2020-10-03,15.0,CERDANYA,1.0,Dona,Positiu PCR,1,Lleida
2020-10-03,16.0,CONCA DE BARBERA,0.0,Home,Positiu PCR,5,Tarragona
2020-10-03,16.0,CONCA DE BARBERA,1.0,Dona,Positiu PCR,1,Tarragona
2020-10-03,17.0,GARRAF,0.0,Home,Positiu PCR,1,Barcelona
2020-10-03,17.0,GARRAF,1.0,Dona,Positiu PCR,3,Barcelona
2020-10-03,18.0,GARRIGUES,1.0,Dona,Positiu PCR,1,Lleida
2020-10-03,19.0,GARROTXA,0.0,Home,Positiu PCR,1,Girona
2020-10-03,19.0,GARROTXA,1.0,Dona,Positiu PCR,1,Girona
2020-10-03,20.0,GIRONES,0.0,Home,Positiu PCR,12,Girona
2020-10-03,20.0,GIRONES,1.0,Dona,Positiu PCR,18,Girona
2020-10-03,21.0,MARESME,0.0,Home,Positiu PCR,18,Barcelona
2020-10-03,21.0,MARESME,0.0,Home,Positiu per ELISA,1,Barcelona
2020-10-03,21.0,MARESME,1.0,Dona,Positiu PCR,13,Barcelona
2020-10-03,21.0,MARESME,1.0,Dona,Positiu per ELISA,1,Barcelona
2020-10-03,22.0,MONTSIA,0.0,Home,Positiu PCR,3,Tarragona
2020-10-03,22.0,MONTSIA,1.0,Dona,Positiu PCR,3,Tarragona
2020-10-03,23.0,NOGUERA,1.0,Dona,Epidemiològic,1,Lleida
2020-10-03,24.0,OSONA,0.0,Home,Positiu PCR,9,Girona
2020-10-03,24.0,OSONA,1.0,Dona,Positiu PCR,12,Girona
2020-10-03,27.0,PLA D'URGELL,1.0,Dona,Positiu PCR,1,Lleida
2020-10-03,28.0,PLA DE L'ESTANY,0.0,Home,PCR probable,3,Girona
2020-10-03,28.0,PLA DE L'ESTANY,1.0,Dona,PCR probable,6,Girona
2020-10-03,28.0,PLA DE L'ESTANY,1.0,Dona,Positiu PCR,1,Girona
2020-10-03,29.0,PRIORAT,0.0,Home,Positiu PCR,1,Tarragona
2020-10-03,29.0,PRIORAT,1.0,Dona,Positiu PCR,3,Tarragona
2020-10-03,30.0,RIBERA D'EBRE,1.0,Dona,Positiu PCR,3,Tarragona
2020-10-03,31.0,RIPOLLES,1.0,Dona,Positiu PCR,1,Girona
2020-10-03,32.0,SEGARRA,0.0,Home,Positiu PCR,1,Lleida
2020-10-03,33.0,SEGRIA,0.0,Home,Positiu PCR,17,Lleida
2020-10-03,33.0,SEGRIA,1.0,Dona,Positiu PCR,8,Lleida
2020-10-03,34.0,SELVA,0.0,Home,Positiu PCR,10,Barcelona
2020-10-03,34.0,SELVA,1.0,Dona,Positiu PCR,5,Barcelona
2020-10-03,36.0,TARRAGONES,0.0,Home,Positiu PCR,3,Tarragona
2020-10-03,36.0,TARRAGONES,1.0,Dona,Positiu PCR,9,Tarragona
2020-10-03,37.0,TERRA ALTA,0.0,Home,Positiu PCR,4,Tarragona
2020-10-03,38.0,URGELL,0.0,Home,Positiu PCR,4,Lleida
2020-10-03,39.0,VALL D'ARAN,1.0,Dona,Positiu PCR,1,Lleida
2020-10-03,39.0,VALL D'ARAN,1.0,Dona,Positiu per ELISA,1,Lleida
2020-10-03,40.0,VALLES OCCIDENTAL,0.0,Home,Epidemiològic,2,Barcelona
2020-10-03,40.0,VALLES OCCIDENTAL,0.0,Home,PCR probable,7,Barcelona
2020-10-03,40.0,VALLES OCCIDENTAL,0.0,Home,Positiu PCR,54,Barcelona
2020-10-03,40.0,VALLES OCCIDENTAL,0.0,Home,Positiu per ELISA,3,Barcelona
2020-10-03,40.0,VALLES OCCIDENTAL,0.0,Home,Positiu per Test Ràpid,14,Barcelona
2020-10-03,40.0,VALLES OCCIDENTAL,1.0,Dona,PCR probable,6,Barcelona
2020-10-03,40.0,VALLES OCCIDENTAL,1.0,Dona,Positiu PCR,52,Barcelona
2020-10-03,40.0,VALLES OCCIDENTAL,1.0,Dona,Positiu per ELISA,19,Barcelona
2020-10-03,40.0,VALLES OCCIDENTAL,1.0,Dona,Positiu per Test Ràpid,6,Barcelona
2020-10-03,41.0,VALLES ORIENTAL,0.0,Home,Positiu PCR,17,Barcelona
2020-10-03,41.0,VALLES ORIENTAL,1.0,Dona,Positiu PCR,22,Barcelona
2020-11-03,1.0,ALT CAMP,0.0,Home,Positiu PCR,7,Tarragona
2020-11-03,1.0,ALT CAMP,0.0,Home,Positiu TAR,5,Tarragona
2020-11-03,1.0,ALT CAMP,1.0,Dona,Positiu PCR,16,Tarragona
2020-11-03,1.0,ALT CAMP,1.0,Dona,Positiu TAR,10,Tarragona
2020-11-03,1.0,ALT CAMP,1.0,Dona,Positiu per ELISA,1,Tarragona
2020-11-03,2.0,ALT EMPORDA,0.0,Home,PCR probable,1,Girona
2020-11-03,2.0,ALT EMPORDA,0.0,Home,Positiu PCR,20,Girona
2020-11-03,2.0,ALT EMPORDA,0.0,Home,Positiu TAR,19,Girona
2020-11-03,2.0,ALT EMPORDA,1.0,Dona,Positiu PCR,17,Girona
2020-11-03,2.0,ALT EMPORDA,1.0,Dona,Positiu TAR,26,Girona
2020-11-03,3.0,ALT PENEDES,0.0,Home,PCR probable,1,Barcelona
2020-11-03,3.0,ALT PENEDES,0.0,Home,Positiu PCR,18,Barcelona
2020-11-03,3.0,ALT PENEDES,0.0,Home,Positiu TAR,10,Barcelona
2020-11-03,3.0,ALT PENEDES,1.0,Dona,PCR probable,4,Barcelona
2020-11-03,3.0,ALT PENEDES,1.0,Dona,Positiu PCR,30,Barcelona
2020-11-03,3.0,ALT PENEDES,1.0,Dona,Positiu TAR,7,Barcelona
2020-11-03,4.0,ALT URGELL,0.0,Home,Positiu PCR,4,Lleida
2020-11-03,4.0,ALT URGELL,0.0,Home,Positiu TAR,2,Lleida
2020-11-03,4.0,ALT URGELL,1.0,Dona,Positiu PCR,7,Lleida
2020-11-03,4.0,ALT URGELL,1.0,Dona,Positiu TAR,4,Lleida
2020-11-03,6.0,ANOIA,0.0,Home,Positiu PCR,16,Barcelona
2020-11-03,6.0,ANOIA,0.0,Home,Positiu TAR,4,Barcelona
2020-11-03,6.0,ANOIA,0.0,Home,Positiu per Test Ràpid,4,Barcelona
2020-11-03,6.0,ANOIA,1.0,Dona,Positiu PCR,20,Barcelona
2020-11-03,6.0,ANOIA,1.0,Dona,Positiu TAR,3,Barcelona
2020-11-03,6.0,ANOIA,1.0,Dona,Positiu per ELISA,1,Barcelona
2020-11-03,6.0,ANOIA,1.0,Dona,Positiu per Test Ràpid,4,Barcelona
2020-11-03,7.0,BAGES,0.0,Home,PCR probable,1,Barcelona
2020-11-03,7.0,BAGES,0.0,Home,Positiu PCR,29,Barcelona
2020-11-03,7.0,BAGES,0.0,Home,Positiu TAR,14,Barcelona
2020-11-03,7.0,BAGES,0.0,Home,Positiu per ELISA,1,Barcelona
2020-11-03,7.0,BAGES,0.0,Home,Positiu per Test Ràpid,1,Barcelona
2020-11-03,7.0,BAGES,1.0,Dona,PCR probable,1,Barcelona
2020-11-03,7.0,BAGES,1.0,Dona,Positiu PCR,24,Barcelona
2020-11-03,7.0,BAGES,1.0,Dona,Positiu TAR,15,Barcelona
2020-11-03,7.0,BAGES,1.0,Dona,Positiu per ELISA,1,Barcelona
2020-11-03,7.0,BAGES,1.0,Dona,Positiu per Test Ràpid,4,Barcelona
2020-11-03,8.0,BAIX CAMP,0.0,Home,PCR probable,1,Tarragona
2020-11-03,8.0,BAIX CAMP,0.0,Home,Positiu PCR,60,Tarragona
2020-11-03,8.0,BAIX CAMP,0.0,Home,Positiu TAR,17,Tarragona
2020-11-03,8.0,BAIX CAMP,0.0,Home,Positiu per ELISA,1,Tarragona
2020-11-03,8.0,BAIX CAMP,1.0,Dona,Positiu PCR,81,Tarragona
2020-11-03,8.0,BAIX CAMP,1.0,Dona,Positiu TAR,24,Tarragona
2020-11-03,8.0,BAIX CAMP,1.0,Dona,Positiu per ELISA,1,Tarragona
2020-11-03,9.0,BAIX EBRE,0.0,Home,Positiu PCR,9,Tarragona
2020-11-03,9.0,BAIX EBRE,0.0,Home,Positiu TAR,5,Tarragona
2020-11-03,9.0,BAIX EBRE,1.0,Dona,Positiu PCR,15,Tarragona
2020-11-03,9.0,BAIX EBRE,1.0,Dona,Positiu TAR,5,Tarragona
2020-11-03,10.0,BAIX EMPORDA,0.0,Home,Positiu PCR,57,Girona
2020-11-03,10.0,BAIX EMPORDA,0.0,Home,Positiu TAR,11,Girona
2020-11-03,10.0,BAIX EMPORDA,1.0,Dona,Positiu PCR,47,Girona
2020-11-03,10.0,BAIX EMPORDA,1.0,Dona,Positiu TAR,6,Girona
2020-11-03,10.0,BAIX EMPORDA,1.0,Dona,Positiu per ELISA,1,Girona
2020-11-03,11.0,BAIX LLOBREGAT,0.0,Home,PCR probable,6,Barcelona
2020-11-03,11.0,BAIX LLOBREGAT,0.0,Home,Positiu PCR,165,Barcelona
2020-11-03,11.0,BAIX LLOBREGAT,0.0,Home,Positiu TAR,64,Barcelona
2020-11-03,11.0,BAIX LLOBREGAT,0.0,Home,Positiu per ELISA,4,Barcelona
2020-11-03,11.0,BAIX LLOBREGAT,0.0,Home,Positiu per Test Ràpid,4,Barcelona
2020-11-03,11.0,BAIX LLOBREGAT,1.0,Dona,PCR probable,7,Barcelona
2020-11-03,11.0,BAIX LLOBREGAT,1.0,Dona,Positiu PCR,194,Barcelona
2020-11-03,11.0,BAIX LLOBREGAT,1.0,Dona,Positiu TAR,82,Barcelona
2020-11-03,11.0,BAIX LLOBREGAT,1.0,Dona,Positiu per ELISA,5,Barcelona
2020-11-03,11.0,BAIX LLOBREGAT,1.0,Dona,Positiu per Test Ràpid,3,Barcelona
2020-11-03,12.0,BAIX PENEDES,0.0,Home,Positiu PCR,14,Tarragona
2020-11-03,12.0,BAIX PENEDES,1.0,Dona,PCR probable,1,Tarragona
2020-11-03,12.0,BAIX PENEDES,1.0,Dona,Positiu PCR,16,Tarragona
2020-11-03,12.0,BAIX PENEDES,1.0,Dona,Positiu TAR,2,Tarragona
2020-11-03,13.0,BARCELONES,0.0,Home,PCR probable,6,Barcelona
2020-11-03,13.0,BARCELONES,0.0,Home,Positiu PCR,381,Barcelona
2020-11-03,13.0,BARCELONES,0.0,Home,Positiu TAR,301,Barcelona
2020-11-03,13.0,BARCELONES,0.0,Home,Positiu per ELISA,17,Barcelona
2020-11-03,13.0,BARCELONES,0.0,Home,Positiu per Test Ràpid,3,Barcelona
2020-11-03,13.0,BARCELONES,1.0,Dona,PCR probable,8,Barcelona
2020-11-03,13.0,BARCELONES,1.0,Dona,Positiu PCR,453,Barcelona
2020-11-03,13.0,BARCELONES,1.0,Dona,Positiu TAR,322,Barcelona
2020-11-03,13.0,BARCELONES,1.0,Dona,Positiu per ELISA,17,Barcelona
2020-11-03,13.0,BARCELONES,1.0,Dona,Positiu per Test Ràpid,1,Barcelona
2020-11-03,14.0,BERGUEDA,0.0,Home,Positiu PCR,21,Lleida
2020-11-03,14.0,BERGUEDA,0.0,Home,Positiu TAR,10,Lleida
2020-11-03,14.0,BERGUEDA,0.0,Home,Positiu per ELISA,1,Lleida
2020-11-03,14.0,BERGUEDA,1.0,Dona,Positiu PCR,25,Lleida
2020-11-03,14.0,BERGUEDA,1.0,Dona,Positiu TAR,5,Lleida
2020-11-03,15.0,CERDANYA,0.0,Home,Positiu PCR,4,Lleida
2020-11-03,15.0,CERDANYA,0.0,Home,Positiu TAR,3,Lleida
2020-11-03,15.0,CERDANYA,1.0,Dona,Positiu PCR,10,Lleida
2020-11-03,15.0,CERDANYA,1.0,Dona,Positiu TAR,1,Lleida
2020-11-03,16.0,CONCA DE BARBERA,0.0,Home,Positiu PCR,3,Tarragona
